,int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
4656,0.0859,10.1266311,20.3,797,6690.0,0,0,0
4116,0.1347,9.798127037,21.47,707,1289.958333,0,0,0
894,0.1008,11.849397699999999,2.74,752,5879.958333,0,0,0
7598,0.1025,10.59763423,19.12,717,1649.041667,0,0,1
8189,0.1393,11.15625052,23.21,677,11820.04167,5,0,0
9552,0.1311,10.69194491,23.62,702,3780.041667,5,2,0
6388,0.1392,10.74720759,16.54,672,3690.0,1,1,0
2085,0.1253,10.81977828,15.41,727,1590.041667,1,0,0
1039,0.1039,10.4723179,18.99,712,1859.9583329999998,1,0,0
586,0.1039,10.49460201,14.45,707,1621.041667,0,0,0
8125,0.1488,11.09741002,22.16,662,6840.041667,6,0,1
2113,0.1695,12.42520818,8.46,662,5100.0,3,0,0
2480,0.1316,11.91839057,10.98,692,2189.958333,1,0,0
6185,0.1183,11.29476946,23.67,697,7380.041667,3,0,1
5259,0.0859,10.93310697,18.06,742,3180.0,0,0,0
2305,0.0737,10.54534144,14.49,777,4950.041667,0,0,0
2200,0.16,10.4341158,14.86,667,2880.0,0,0,0
4280,0.07400000000000001,8.987196821,15.15,752,2190.0,0,0,0
2084,0.08,11.47950642,11.79,817,5961.958333,0,0,0
902,0.0976,10.71441777,7.6,727,6750.0,1,1,0
8028,0.1596,11.26446411,13.78,652,3990.0,2,2,0
3907,0.0788,10.78931908,18.09,722,3870.041667,2,0,0
6274,0.1114,10.08580911,21.45,712,4350.0,3,1,0
9123,0.1347,11.54248427,8.63,687,3510.0,4,0,0
3259,0.0963,11.59910316,13.06,762,7739.958333,3,1,0
3092,0.1126,11.849397699999999,13.52,747,4919.958333,0,0,0
3739,0.1126,11.0744205,7.72,717,5699.958333,2,0,0
5999,0.1426,9.980448594,15.17,707,1470.0,0,0,0
3027,0.1095,11.08214255,11.72,737,2766.958333,2,0,0
6529,0.1183,11.98292909,2.2,792,4202.041667,1,0,0
2871,0.1505,9.392661928999999,5.8,682,1260.0,0,0,0
631,0.1418,10.53049493,20.71,662,4140.041667,1,0,0
811,0.1292,10.81977828,1.39,662,4446.958333,3,0,0
829,0.0945,11.44563115,3.98,777,3029.958333,0,0,0
3222,0.1189,10.81977828,9.77,697,4590.0,1,0,0
8123,0.1299,10.19913779,10.0,652,1890.0,6,0,0
5987,0.0859,10.54534144,0.95,812,9780.0,1,0,0
843,0.1292,10.5454467,20.84,672,9119.958333,0,2,0
4180,0.1148,12.07254125,12.73,747,8219.958333,1,0,0
5340,0.0774,11.22524339,2.34,792,4619.958333,0,0,0
3830,0.1316,10.87161143,6.52,692,3630.0,0,0,0
7439,0.157,10.87426647,7.36,662,4770.0,0,1,1
7644,0.1136,10.93761465,9.73,727,5880.0,1,0,0
5740,0.1218,11.08214255,15.1,722,5760.0,1,0,0
7809,0.1343,11.08214255,18.22,667,990.9583332999998,3,0,0
5625,0.16,10.858999,0.6,682,2640.041667,0,0,1
8688,0.16399999999999998,11.05089001,26.46,662,2309.958333,2,0,0
6004,0.0859,10.95960979,8.31,757,8430.041667,0,0,0
248,0.1028,10.77895629,17.65,687,2070.0,2,0,0
8044,0.1407,10.34817337,20.54,642,2369.041667,3,0,0
4199,0.0774,10.69203582,15.3,752,3119.958333,0,0,0
688,0.1103,11.40756495,17.39,717,4470.0,1,0,0
5210,0.1148,12.79385931,2.09,702,3660.0,1,0,0
8192,0.092,10.59663473,0.99,707,779.0,1,0,0
3561,0.1189,10.95080655,12.32,702,2190.0,1,2,0
300,0.1122,10.80972795,0.0,672,2519.0,1,1,0
5601,0.07400000000000001,10.87804719,14.9,767,6059.958333,1,0,0
9191,0.1221,10.81977828,24.74,737,15089.958330000001,0,0,0
6323,0.1322,11.05725069,10.96,682,4410.0,2,0,0
6265,0.0774,10.83958091,7.98,777,3510.041667,0,0,0
2667,0.0963,11.24300472,8.63,722,5189.958333,1,0,0
1374,0.1304,11.03488966,18.21,682,5777.958333,1,0,0
556,0.1039,10.71441777,20.69,732,2610.0,0,0,0
7665,0.0714,10.75790288,19.86,752,4110.0,1,0,0
4494,0.1357,10.96812932,9.37,692,1410.0,1,0,0
936,0.0832,10.91501573,9.58,782,4439.958333,1,0,0
4117,0.1496,10.50506754,18.58,682,1110.0,1,0,0
5147,0.1148,10.55581274,24.75,717,2159.958333,1,0,0
3197,0.1379,10.74720759,6.76,672,10471.0,0,0,0
2844,0.1442,8.998136761,19.14,682,3779.958333,2,0,0
1708,0.0768,10.69194491,17.59,787,5768.0,0,0,0
5702,0.0774,11.35040654,7.06,777,4440.041667,3,0,0
6386,0.1148,11.27720313,6.88,752,7592.0,5,0,0
3586,0.1221,11.69524702,8.91,742,4453.958333,5,0,0
7049,0.1148,10.34817337,11.23,717,2760.041667,0,0,0
7980,0.1122,11.35040654,7.4,672,3360.041667,8,0,1
8054,0.1312,12.52815614,20.06,672,6989.041667,0,1,0
5290,0.1148,10.91508846,18.92,732,2970.0,1,0,0
5945,0.1253,9.980448594,4.72,727,1200.041667,2,0,0
6443,0.1148,10.96127785,24.46,707,3480.041667,0,0,0
2442,0.1316,10.49127422,23.77,692,4440.0,1,0,1
4575,0.1253,10.81977828,16.08,712,5430.0,0,0,0
8048,0.1122,10.645424900000002,0.94,697,390.0,3,0,1
6594,0.0705,12.20607265,6.94,737,7983.0,0,0,0
2567,0.0963,10.71894086,11.12,732,2400.0,1,0,0
4492,0.1322,11.40756495,12.08,677,13500.0,2,0,0
4059,0.0932,11.56171563,4.33,747,4619.958333,1,0,0
2441,0.08,10.12021054,14.73,767,3454.0,4,0,1
920,0.1324,10.81977828,17.77,677,4859.958333,3,0,1
6630,0.1531,10.83958091,8.0,687,2760.041667,2,0,0
9115,0.1095,11.51292546,11.27,727,4926.958333,4,0,0
7377,0.1273,10.77895629,11.68,722,4596.041667,0,1,1
7138,0.1025,11.05089001,11.77,732,5250.041667,1,0,0
9270,0.1531,11.05879518,17.37,667,2313.041667,4,0,0
5653,0.1148,11.05089001,10.17,802,4058.041667,1,0,0
8089,0.1501,10.30895266,12.76,657,3270.0,1,0,1
1032,0.0945,10.12647109,11.38,722,1710.0,0,0,0
9230,0.1287,11.3736634,9.09,712,4529.958333,6,0,0
7869,0.1533,10.30895266,21.28,652,1830.0,3,0,0
2782,0.1379,10.43857643,5.69,692,5159.958333,2,0,0
5882,0.1496,10.77895629,13.68,692,4920.041667,0,0,1
1609,0.1083,10.59663473,6.59,697,2310.041667,0,0,0
6521,0.1392,11.26446411,4.48,707,8191.041667,1,0,0
4564,0.0774,10.645424900000002,6.49,737,6359.958333,1,0,0
256,0.1154,10.83863929,9.14,667,3990.0,0,0,0
1857,0.1158,10.91508846,24.37,697,8700.0,2,0,0
4964,0.1322,10.59663473,22.41,697,5009.958333,1,0,1
8899,0.1663,11.64395373,21.95,672,5250.041667,6,0,1
2072,0.1537,11.71993963,6.52,677,2880.0,0,0,0
8255,0.1355,10.46310334,21.22,677,5579.041667,4,0,0
1435,0.1304,12.22342128,7.02,692,3720.0,0,0,0
8327,0.1703,11.51292546,10.85,642,4139.041667,1,2,1
4714,0.16,11.41861479,23.89,662,2190.0,2,0,0
7188,0.1062,11.21559702,23.54,707,3840.041667,3,0,0
4231,0.1426,11.60823564,20.04,682,4080.0,0,0,1
3145,0.1095,11.08214255,5.7,762,3809.958333,0,0,0
1634,0.1304,11.184421400000002,3.52,712,3270.0,0,0,0
2580,0.1537,9.68009397,9.98,667,1529.958333,1,0,0
9226,0.1739,11.7829526,17.68,672,4949.958333,4,0,0
4753,0.0894,10.87244663,8.95,742,9329.958333,1,0,0
9525,0.1311,10.29552964,2.35,682,4530.041667,4,0,0
6957,0.1253,10.645424900000002,19.0,702,4320.0,2,0,0
8713,0.1355,10.95080655,11.22,652,4919.958333,4,0,0
5098,0.0859,8.987196821,9.45,737,4349.958333,2,0,0
6544,0.1148,11.91839057,0.7,812,11703.0,0,0,0
2514,0.1379,11.00209984,10.54,682,7049.958333,0,0,0
4082,0.16,11.15625052,7.83,662,6329.958333,0,0,0
5026,0.1253,12.20607265,10.84,727,5580.0,0,0,0
8561,0.0976,11.08723724,17.12,727,4560.0,4,0,0
8700,0.1355,10.17198681,22.94,662,479.95833330000005,4,0,0
6947,0.1739,11.15625052,15.34,697,8550.041667,3,0,0
3541,0.1126,11.15625052,11.38,732,3660.0,1,1,0
3230,0.1442,10.34174248,20.48,672,2070.0,0,0,0
5267,0.1357,11.22524339,12.62,702,3929.958333,1,0,0
7540,0.1348,10.59663473,14.58,682,3240.041667,0,0,1
6906,0.1357,10.03451581,10.95,677,2370.041667,1,1,0
8141,0.133,10.59663473,5.13,657,3179.041667,8,0,1
5277,0.0894,11.38509209,22.09,727,8400.0,0,0,1
7597,0.1025,10.50506754,18.38,732,3394.0,0,0,0
63,0.1186,10.49551521,7.47,667,2550.0,2,0,0
633,0.1197,10.57254694,14.9,682,2579.0,0,0,1
7211,0.1099,11.112447900000001,19.9,752,4200.041667,0,0,0
9096,0.1253,11.08214255,14.7,722,3510.0,5,0,0
7936,0.1122,10.30895266,0.4,672,1590.0,7,1,0
8246,0.1513,11.15625052,15.99,642,3001.0,5,0,0
5778,0.1426,11.51292546,8.95,677,4758.0,1,0,0
1846,0.08,11.61728548,5.1,752,8250.041667,2,0,0
3369,0.1114,10.30895266,1.48,752,2010.0416670000002,1,0,0
7362,0.1136,11.81303006,20.51,727,7596.041667,0,0,0
2238,0.1316,10.77895629,19.6,687,2610.0,1,0,0
77,0.0743,10.59663473,3.45,772,1739.9583329999998,0,0,0
8001,0.1249,9.655026193,14.23,652,1230.041667,4,0,0
3289,0.0932,11.00209984,10.1,782,5613.958333,1,0,0
9155,0.1979,11.35040654,9.94,692,1800.0,6,0,1
5383,0.0859,11.00209984,2.9,742,3629.958333,4,0,0
1136,0.1008,10.77895629,3.33,702,5705.958333,0,0,0
7985,0.1375,10.4341158,14.29,652,990.0,1,0,0
732,0.1008,10.91871823,19.43,717,4770.0,3,0,0
5321,0.1218,10.59663473,22.23,692,2220.0,2,0,0
7473,0.0714,11.010316,13.43,762,3690.0,0,0,0
5442,0.1148,11.60823564,11.02,712,8830.0,1,0,0
9401,0.1565,10.858999,22.45,667,6150.0,4,0,0
3105,0.08,10.69098991,16.27,757,5249.958333,0,0,1
9073,0.1442,12.54254488,5.58,737,7890.0,1,0,0
5667,0.0859,11.28978191,6.52,802,5460.0,1,0,0
6246,0.1148,11.60823564,6.63,722,3990.0,0,0,0
3361,0.0932,10.621424900000001,7.43,752,4079.958333,2,0,0
6972,0.0774,10.26813067,15.04,742,7500.041667,0,0,0
5512,0.1322,10.59663473,8.64,757,3209.958333,6,0,1
8853,0.14300000000000002,10.75798798,22.85,677,4770.041667,6,0,1
5841,0.0774,11.77528973,3.56,787,4230.041667,1,0,0
615,0.1387,10.81985828,20.93,672,2340.041667,0,0,0
9426,0.1496,10.65725935,12.42,697,9000.0,7,1,0
4296,0.1183,11.08214255,23.39,712,2940.0,1,0,0
7409,0.1348,10.83170686,15.68,697,1590.041667,1,0,0
4202,0.1357,11.26446411,23.72,682,4649.958333,1,0,0
4903,0.1531,11.00209984,22.38,697,4289.958333,0,0,0
4511,0.0894,11.33806004,23.05,717,8339.958333,0,0,0
4051,0.1095,10.37967204,15.43,717,3899.958333,0,0,0
2751,0.1253,11.56171563,23.9,707,7500.0,0,0,0
6366,0.0859,11.53272809,9.33,802,5760.0,0,0,0
3574,0.1189,10.71441777,22.77,717,2729.958333,1,0,0
6694,0.1322,11.57119437,9.32,707,5010.041667,1,0,0
2277,0.0963,9.183174703999999,18.62,717,5190.0,0,0,0
3437,0.1158,10.30895266,19.96,712,1830.0,0,0,0
8074,0.1754,11.14186178,14.71,652,5099.0,2,1,1
4927,0.1218,11.184421400000002,13.82,712,5669.958333,3,0,0
2464,0.1442,10.74281084,5.94,707,4379.958333,0,0,0
4889,0.1496,12.01370075,10.33,722,4770.0,0,0,0
2631,0.0932,10.94192512,5.71,787,3570.0,2,0,0
9515,0.1607,11.22524339,20.56,677,4080.0,7,0,0
478,0.0976,9.903487553,4.68,737,3408.041667,0,0,0
789,0.0976,11.69524702,8.91,792,8129.958333,1,0,0
5075,0.0894,11.40756495,8.99,782,10199.95833,1,0,0
1984,0.1411,11.98290409,6.84,702,4770.0,0,0,0
4529,0.0894,11.15625052,9.46,732,4681.958333,2,0,0
5186,0.1496,10.87804719,13.0,707,3869.958333,0,0,0
5033,0.1392,10.91508846,19.75,687,4289.958333,0,0,0
5415,0.1392,10.10821619,4.16,682,1379.958333,1,0,0
7965,0.1596,11.08214255,21.93,657,6030.041667,6,1,1
1899,0.0963,11.15625052,6.31,737,3480.041667,2,0,1
4869,0.1565,11.5228758,9.01,737,5039.958333,3,0,1
1640,0.1272,10.70099475,17.03,672,2670.041667,2,1,0
1948,0.1474,10.81977828,13.94,662,2191.0,1,0,0
8108,0.152,10.41774727,17.08,657,5280.041667,1,0,0
7574,0.0788,11.56171563,4.97,792,6390.041667,0,0,0
6563,0.1148,11.00209984,18.66,702,9360.041667,1,0,0
1091,0.0863,11.77528973,10.62,727,7769.958333,0,0,0
4530,0.1774,11.69524702,18.34,702,11909.95833,0,0,0
9361,0.1287,11.40756495,1.65,687,3690.0,5,0,0
2216,0.08,10.30895266,0.8,802,3996.0,0,0,0
1702,0.1411,11.08214255,5.19,682,2130.0,2,0,0
498,0.1229,10.49127422,14.77,672,4830.0,0,0,0
4467,0.1287,10.66895539,14.93,717,4410.0,2,0,0
2055,0.1442,11.60823564,6.33,682,1890.0,2,1,0
6805,0.16,11.36674295,21.01,662,8100.0,3,1,0
3937,0.1158,11.19821472,10.22,752,8400.0,1,0,0
1282,0.1191,10.79949394,14.33,682,4533.958333,0,1,1
4567,0.0859,11.05089001,18.02,777,5009.958333,0,0,0
8595,0.1576,10.79939189,27.41,677,5189.958333,0,0,0
5025,0.1774,12.20607265,8.89,662,5069.958333,3,2,1
8653,0.1292,12.07254125,14.78,667,7530.0,4,0,0
8815,0.1507,11.40756495,18.2,652,2879.958333,1,0,0
4815,0.1287,10.81985828,21.84,692,4349.958333,1,0,0
7634,0.0788,10.83958091,13.36,737,4890.041667,1,0,0
5789,0.1253,11.5228758,14.3,737,4500.041667,0,0,0
7831,0.1091,9.472704636,4.62,672,359.0,0,0,0
3313,0.1253,11.00049856,7.97,682,5370.0,1,2,0
642,0.1513,11.251560699999999,10.25,662,3332.0,1,0,0
4273,0.1392,10.22194128,21.6,667,5550.0,0,0,0
6104,0.1357,11.01862914,21.52,687,5190.041667,0,0,0
6,0.1496,10.71441777,4.0,667,3180.041667,0,0,1
5538,0.1148,10.23995979,18.9,717,3724.0,0,1,0
5136,0.1565,10.59663473,5.82,687,5550.0,2,0,0
4701,0.1148,12.20607265,4.24,812,5880.0,4,0,0
9262,0.1461,10.73639668,4.02,722,2910.0,8,0,0
866,0.1039,11.01862914,14.85,727,2490.0,2,0,0
327,0.0838,11.58058411,8.16,757,5790.0,1,0,0
9135,0.1474,10.645424900000002,24.6,672,2759.958333,6,0,0
2980,0.0932,10.90595598,4.69,737,5609.958333,1,0,0
8759,0.0863,10.68051622,10.18,742,2399.958333,3,0,0
4780,0.1635,11.15625052,16.66,662,4619.958333,0,0,0
309,0.133,10.20359214,7.16,662,1530.041667,1,1,1
520,0.1103,10.53209621,5.73,682,3299.0,0,0,0
7331,0.1496,11.47210347,12.85,677,6513.041667,1,1,0
2438,0.1284,11.51288546,18.58,692,7320.0,1,0,0
8931,0.2011,10.30895266,10.44,667,540.0416667000001,4,0,1
9329,0.0859,10.66895539,14.6,727,3360.0,0,0,0
7335,0.1607,11.09741002,22.98,697,4620.041667,0,0,0
8347,0.0976,10.43998092,2.63,702,4589.041667,0,0,0
2114,0.1284,11.08201946,4.89,687,5520.0,1,0,1
1233,0.1317,10.79957558,16.09,662,4865.958333,0,0,0
8953,0.1189,10.30895266,17.0,717,2042.0416670000002,4,1,0
2985,0.1316,11.06350847,4.25,732,5219.958333,3,0,1
1173,0.0945,10.71441777,5.17,722,2460.0,0,0,0
1392,0.0907,11.35040654,5.46,737,3090.0,1,0,0
6990,0.1322,11.23581399,3.31,687,4560.041667,0,0,0
9053,0.1316,9.952277717000001,19.2,677,10898.0,4,0,0
1873,0.1126,11.09741002,18.31,722,4110.041667,0,0,0
8775,0.1475,10.7342204,17.73,652,5001.958333,1,0,0
8072,0.147,10.87426647,18.52,647,3699.0,2,0,0
8412,0.1545,11.35040654,21.91,657,3839.041667,3,0,0
5993,0.1218,10.23995979,0.0,787,4860.041667,3,0,0
3840,0.1158,11.55214618,15.18,712,7139.958333,1,0,0
4239,0.0859,11.82038075,5.87,772,4080.0,3,0,0
7120,0.1348,11.56171563,11.18,682,7680.0,1,0,0
7277,0.0788,10.83958091,10.68,727,4260.041667,0,0,0
5517,0.1183,10.71441777,23.15,702,3632.0,0,0,0
1563,0.1051,10.93310697,12.94,702,9120.0,0,0,0
5316,0.1461,11.00209984,14.32,742,11312.0,4,0,1
4343,0.0774,10.81977828,12.58,782,9692.958333,1,0,0
6195,0.1287,10.645424900000002,20.14,682,3930.0,2,1,0
3449,0.1411,10.04324949,23.65,677,3510.0,2,0,0
27,0.1375,9.998797732,14.29,662,1318.958333,0,1,0
2493,0.0737,11.63509885,0.39,772,7260.0,0,0,0
4581,0.1148,10.858999,21.72,707,4410.0,0,0,0
5000,0.1426,11.15619338,18.4,682,3962.958333,2,0,0
5943,0.0859,10.75790288,9.45,752,6540.0,2,0,0
9057,0.16,10.1266311,18.72,687,3660.0,8,0,0
323,0.1362,10.30895266,21.88,667,1601.041667,0,0,0
3481,0.1379,10.71441777,13.6,687,1380.0,3,0,0
276,0.1059,10.59600954,12.1,687,4019.0,3,2,0
6263,0.1183,11.00209984,11.7,732,3721.041667,0,0,0
2536,0.08,10.68051622,5.49,737,2490.0,2,0,0
3747,0.1411,11.04285783,15.55,677,2250.0,1,0,0
7571,0.0788,10.75790288,4.98,747,2940.0,0,0,0
7611,0.0751,11.23321156,3.68,772,5130.0,0,0,0
9174,0.1505,11.58988651,8.2,662,14529.0,5,0,0
5108,0.0774,11.19821472,4.9,762,4319.958333,0,0,0
7592,0.1025,11.00209984,15.64,702,2310.041667,0,0,0
2610,0.1284,10.30895266,12.92,717,10440.0,3,0,0
9324,0.1322,10.26813067,5.46,697,2940.0,4,0,0
1849,0.1316,10.96819829,7.28,687,2190.0,0,0,0
5157,0.1218,11.20504069,22.32,727,11340.0,0,0,0
6573,0.1148,11.56171563,11.14,747,5875.0,1,0,0
4203,0.1218,11.184421400000002,24.73,692,5160.0,0,0,0
4441,0.1843,10.1266311,20.64,662,3780.0,2,0,0
841,0.0832,11.28978191,6.25,752,3150.0,0,0,0
8985,0.1663,10.91501573,22.71,667,6071.0,5,0,1
8677,0.145,10.59663473,4.89,642,4680.0,0,0,0
8164,0.1583,11.00209984,17.28,657,5400.0,2,0,1
8650,0.0863,9.903487553,0.9,732,570.0,3,0,0
1111,0.1229,10.97472864,5.24,667,4980.0,2,0,0
9017,0.1726,11.35040654,17.08,727,5249.958333,9,0,1
7131,0.0714,11.50287513,10.04,787,6781.041667,0,0,0
8624,0.1482,10.12647109,3.55,642,509.95833330000005,3,0,0
8947,0.1411,11.15625052,19.05,692,3960.041667,4,0,0
227,0.1028,11.22524339,9.7,682,12780.0,0,3,0
5013,0.1426,10.40426284,8.11,692,3959.958333,2,0,0
2287,0.0963,11.24723969,11.14,722,3510.041667,1,1,0
8574,0.1292,10.54534144,19.52,672,4529.958333,4,1,0
7158,0.1025,10.08580911,10.81,702,3090.041667,0,0,0
2043,0.0768,10.60430524,5.78,802,4440.0,0,0,0
4628,0.1148,11.35040654,10.07,792,2940.0,0,0,0
676,0.1261,10.42228135,14.68,687,4650.041667,0,1,1
3101,0.08,10.91508846,13.11,787,4321.0,0,0,0
1082,0.0976,11.04132055,0.0,707,2669.958333,2,0,0
1869,0.1442,12.3588109,8.32,677,7560.041667,0,0,0
5564,0.1392,10.22557105,11.87,672,4916.041667,0,0,0
901,0.1039,11.03811028,10.59,707,1469.958333,2,0,0
3070,0.1158,10.75798798,14.53,747,5370.0,2,0,0
4454,0.07400000000000001,11.15625052,18.31,762,5729.958333,1,0,0
2037,0.1379,11.5806215,4.58,687,5490.0,1,1,0
1538,0.1336,11.35040654,10.74,687,6630.041667,2,0,1
9297,0.1287,11.00209984,13.18,732,5699.958333,5,0,0
7308,0.1136,10.95080655,15.26,687,4740.0,1,0,0
9188,0.1347,10.23995979,16.54,697,1470.0,4,0,1
2650,0.0932,10.81977828,17.57,737,2669.958333,1,0,0
2210,0.08,10.69194491,16.96,757,4440.0,0,0,0
4732,0.1357,10.74903388,21.17,702,4229.958333,0,0,0
1532,0.1241,11.38509209,23.88,677,3750.041667,1,0,1
3109,0.1189,10.77895629,10.25,702,2940.0,3,0,0
6963,0.0894,10.36646657,21.3,722,1950.0416670000002,0,0,0
3863,0.1411,10.71441777,8.8,702,1410.0,2,0,0
65,0.1059,10.43382164,14.47,687,1110.0,1,0,1
716,0.1197,11.35040654,14.08,682,7230.041667,2,0,0
1375,0.0938,10.91508846,6.41,737,2459.958333,2,0,1
6993,0.1357,10.645424900000002,21.77,682,5130.0,2,0,0
9388,0.1287,10.93310697,16.22,712,6450.0,5,0,0
8702,0.1071,9.998797732,14.7,687,3119.958333,2,0,1
292,0.1122,9.893437217,23.03,717,2580.0,0,0,1
3667,0.1253,11.03812636,14.1,697,3000.041667,3,0,0
2809,0.1537,10.23995979,23.83,672,1139.958333,0,0,0
2890,0.1322,11.26446411,0.65,727,1698.9583329999998,0,0,1
6640,0.1253,11.81790703,0.02,797,7920.041667,3,0,0
3951,0.1568,11.69524702,16.77,677,2280.0,3,0,0
7791,0.0996,10.1266311,0.48,702,599.9583332999999,1,0,0
3120,0.1126,10.86650919,18.16,727,2910.0,0,0,0
4289,0.1253,9.903687533,11.04,707,1739.9583329999998,0,0,0
9402,0.1357,11.08214255,8.81,692,3900.0,5,3,0
4734,0.1218,11.07819631,12.07,697,5759.958333,1,0,0
3849,0.08,11.45495731,16.21,747,8969.958333,3,0,0
6617,0.1273,10.70099475,12.3,712,3727.0,0,0,0
322,0.1583,11.69524702,18.08,677,3330.0,2,2,0
6081,0.1253,10.77895629,23.23,682,4770.0,1,0,0
49,0.0743,11.73606902,0.27,792,7488.958333,0,0,0
2172,0.1442,11.56171563,15.61,697,2040.0416670000002,1,0,0
1605,0.1114,11.14919713,20.15,692,5250.041667,2,0,1
3807,0.1347,10.81977828,19.75,672,6960.0,1,0,0
2302,0.1253,11.24504602,23.29,712,4530.041667,0,0,0
3187,0.1379,11.74799759,11.43,687,5310.0,0,2,0
3216,0.1253,11.13750448,6.2,722,4139.958333,0,1,0
1914,0.0963,10.32548196,14.4,722,3257.0,2,0,0
6173,0.1565,11.22524339,6.61,667,2709.041667,1,0,0
3800,0.1221,10.08580911,19.35,687,13410.0,0,0,0
2496,0.1411,10.858999,24.92,687,3240.0,0,0,0
7051,0.1253,10.49127422,10.37,697,9842.0,0,0,1
7538,0.0714,11.15910359,6.31,747,4260.041667,1,0,0
7823,0.1722,10.1266311,14.74,652,5820.0,1,0,0
8734,0.1507,11.69524702,14.84,652,7260.0,2,4,1
3327,0.0963,10.97678203,24.57,762,8849.958333,4,0,1
875,0.1008,12.32385568,4.51,757,5460.0,0,0,0
4440,0.0859,11.33260191,11.48,737,2190.0,1,0,0
6337,0.1287,11.82041016,16.59,687,4140.041667,0,0,0
2724,0.1221,10.84933709,3.1,782,2850.0,0,0,0
7323,0.1348,10.70211124,17.68,702,4860.041667,0,0,0
282,0.0838,11.58058411,2.28,742,4740.0,2,0,0
2350,0.1474,10.85892207,10.87,677,2790.041667,1,1,0
5298,0.0894,10.49127422,4.33,747,5250.0,1,0,0
4659,0.1531,11.32900263,3.45,742,5520.0,0,0,0
2473,0.0932,12.154758300000001,1.05,777,3930.0,0,0,0
3046,0.1126,12.50617724,7.26,757,7739.958333,2,0,0
7824,0.1407,9.229358377999999,5.06,637,750.0,1,0,0
5338,0.0859,10.385913699999998,17.37,772,9806.0,5,0,0
8428,0.1545,10.81977828,22.92,642,2550.0,3,1,0
8325,0.1513,11.53272809,5.93,642,2501.041667,3,0,0
1971,0.1347,10.93310697,13.61,677,6390.041667,3,0,0
4746,0.1704,11.25161265,7.46,667,4319.958333,2,0,0
6445,0.0894,10.71441777,10.77,757,7806.041667,0,0,0
6511,0.07400000000000001,11.58247951,9.51,772,10020.04167,0,0,0
9370,0.1392,11.9511804,19.35,687,10770.04167,0,0,0
115,0.1059,9.852194257999999,8.15,692,3089.958333,0,0,0
4962,0.1287,10.93310697,9.96,717,4478.0,0,0,0
7512,0.1025,10.81977828,13.66,752,5490.0,1,0,0
6532,0.1426,12.10071213,0.2,707,5222.041667,0,1,0
1353,0.1209,10.59663473,21.93,712,4650.958333,0,0,0
9141,0.1411,11.09437512,16.63,687,3479.958333,7,0,1
6833,0.0859,11.112447900000001,7.54,782,8370.0,0,0,0
8837,0.1715,12.30951332,12.7,672,3179.958333,6,0,0
6327,0.1114,10.20359214,14.67,762,4800.041667,0,0,0
8725,0.1159,11.06676335,10.63,687,3149.958333,10,0,1
8261,0.1513,11.26446411,29.28,717,3330.0,3,0,0
946,0.1039,11.41861479,10.64,707,3331.0,2,1,0
8982,0.1568,11.40756495,8.28,667,3719.958333,5,1,0
8,0.1134,11.40756495,17.25,682,3989.0,1,0,0
4542,0.1114,11.65268741,11.3,732,3930.0,0,0,0
1704,0.1221,11.22524339,9.1,707,6240.041667,1,0,0
658,0.1197,11.28978191,19.37,682,9059.041667,1,0,0
3345,0.1158,10.73630972,17.3,712,2369.958333,0,0,0
748,0.0945,10.645424900000002,5.31,737,3030.0,0,0,0
2613,0.1474,10.71441777,24.08,672,1921.9583329999998,1,0,0
3400,0.1442,10.89673933,7.47,667,1492.0,2,0,0
3301,0.1126,11.15625052,13.39,792,5669.958333,0,0,0
9169,0.1442,10.57131693,11.91,682,1349.958333,4,0,0
3919,0.08,11.12726298,14.19,772,2339.958333,2,0,0
2804,0.1537,10.84534856,11.72,687,5939.958333,0,0,0
7577,0.157,11.00209984,16.26,672,7920.041667,0,0,0
1976,0.0932,11.87164831,4.69,792,12433.0,0,0,0
4896,0.1774,11.08214255,24.13,677,5100.0,0,0,0
5472,0.1148,10.39352663,18.19,782,2160.958333,0,0,0
5698,0.0894,11.22524339,5.55,777,6840.0,2,0,0
2252,0.1568,10.58357482,18.08,677,3431.041667,1,0,0
4648,0.1114,10.08580911,13.15,752,6631.0,0,0,0
4099,0.1663,10.34161344,8.32,667,2760.958333,1,2,0
6019,0.1183,10.71441777,20.69,737,3420.041667,0,0,0
1922,0.1189,11.15625052,21.24,702,7860.041667,0,0,0
8629,0.1134,11.41751528,11.93,677,3029.958333,4,0,1
7963,0.1628,11.69524702,19.02,667,6390.041667,5,0,1
3718,0.1821,11.20775808,21.85,672,4680.0,2,0,0
677,0.1103,11.91582729,9.52,702,3780.041667,0,1,1
3126,0.1537,10.29282328,20.65,682,4351.0,1,0,0
5705,0.1461,10.59663473,16.35,662,1800.0,0,0,0
250,0.1091,11.19821472,22.13,737,9900.0,1,0,1
9344,0.1218,11.09741002,12.45,712,4890.0,2,0,1
320,0.1078,11.00209984,14.26,702,6780.041667,0,0,0
7796,0.1628,11.51292546,9.79,662,449.0,1,0,1
3382,0.1253,10.4341158,21.85,687,2084.0,1,0,1
1012,0.1292,11.31447453,9.06,662,6629.958333,1,1,0
4149,0.0774,10.81977828,16.54,747,3899.958333,0,0,0
8322,0.1292,11.34398597,18.1,667,3750.0,6,2,0
8440,0.1324,10.1266311,28.61,752,7140.0,2,0,0
